time,active_robots,distance_traveled_total,tasks_completed,pending_orders,pedestrians_remaining
10,0,0,0,0,30
20,1,10,0,0,30
30,2,21,0,0,30
40,1,40,1,0,30
50,2,58,1,0,30
60,3,80,1,0,30
70,1,97,3,0,30
80,2,115,3,0,30
90,2,135,3,0,30
100,2,152,4,0,30
110,2,181,5,0,30
120,0,197,7,0,30
130,1,199,7,0,30
140,1,209,7,0,30
150,2,224,7,0,30
160,0,235,9,0,30
170,1,237,9,0,30
180,2,256,9,0,30
190,1,276,10,0,30
200,1,286,10,0,30
210,2,299,11,0,30
220,2,319,11,0,30
230,0,325,13,0,30
240,1,328,13,0,30
250,2,344,13,0,30
260,0,360,15,0,30
270,0,360,15,0,30
280,0,360,15,0,30
290,1,365,15,0,30
300,1,382,17,0,30
310,0,386,18,0,30
320,0,394,19,0,30
330,0,394,19,0,30
340,3,413,19,0,30
350,3,437,20,0,30
360,3,467,21,0,30
370,1,488,23,0,30
380,2,505,24,0,30
390,1,524,25,0,30
400,0,530,26,0,30
410,1,533,26,0,30
420,1,543,26,0,30
430,1,553,26,0,30
440,0,557,27,0,30
450,0,557,27,0,30
460,1,561,27,0,30
470,1,571,27,0,30
480,2,590,28,0,30
490,2,612,29,0,30
500,0,625,31,0,30
510,0,625,31,0,30
520,2,636,31,0,30
530,2,656,31,0,30
540,0,665,33,0,30
550,0,665,33,0,30
560,1,668,33,0,30
570,1,684,34,0,30
580,0,693,35,0,30
590,0,693,35,0,30
600,1,694,35,0,30
610,1,704,35,0,30
620,1,720,36,0,30
630,2,732,36,0,30
640,1,744,37,0,30
650,2,764,37,0,30
660,1,775,38,0,30
670,0,780,39,0,30
680,0,780,39,0,30
690,0,780,39,0,30
700,0,780,39,0,30
710,0,780,39,0,30
720,0,780,39,0,30
730,0,780,39,0,30
740,0,780,39,0,30
750,0,780,39,0,30
760,0,780,39,0,30
770,1,786,39,0,30
780,1,796,39,0,30
790,1,806,39,0,30
800,1,818,40,0,30
810,10,911,40,0,30
820,10,968,40,0,30
830,10,1002,40,1,30
840,10,1010,40,1,30
850,10,1010,40,2,30
860,10,1010,40,3,30
870,10,1010,40,3,30
880,10,1010,40,5,30
890,10,1010,40,6,30
900,10,1010,40,7,30
910,10,1010,40,8,30
920,10,1010,40,8,29
930,10,1010,40,9,28
940,10,1010,40,10,28
950,10,1010,40,11,28
960,10,1010,40,12,28
970,10,1010,40,12,28
980,10,1010,40,13,28
990,10,1010,40,13,28
1000,10,1010,40,13,28
1010,10,1010,40,13,28
1020,10,1010,40,15,28
1030,10,1010,40,15,28
1040,10,1010,40,16,27
1050,10,1010,40,18,27
1060,10,1010,40,18,27
1070,10,1010,40,18,27
1080,10,1010,40,20,27
1090,10,1010,40,20,26
1100,10,1010,40,20,26
1110,10,1010,40,20,26
1120,10,1010,40,20,26
1130,10,1010,40,20,26
1140,10,1010,40,20,26
1150,10,1010,40,20,26
1160,10,1010,40,21,26
1170,10,1010,40,22,25
1180,10,1010,40,22,24
1190,10,1010,40,22,24
1200,10,1010,40,23,24
1210,10,1010,40,25,24
1220,10,1010,40,25,24
1230,10,1010,40,25,24
1240,10,1010,40,26,24
1250,10,1010,40,27,24
1260,10,1010,40,27,24
1270,10,1010,40,28,24
1280,10,1010,40,29,24
1290,10,1010,40,31,24
1300,10,1010,40,31,24
1310,10,1010,40,32,24
1320,10,1010,40,32,24
1330,10,1010,40,32,24
1340,10,1010,40,33,24
1350,10,1010,40,34,24
1360,10,1010,40,34,24
1370,10,1010,40,34,24
1380,10,1010,40,34,24
1390,10,1010,40,34,24
1400,10,1010,40,34,24
1410,10,1010,40,35,24
1420,10,1010,40,36,24
1430,10,1010,40,38,24
1440,10,1010,40,39,24
1450,10,1010,40,39,24
1460,10,1010,40,40,24
1470,10,1010,40,41,24
1480,10,1010,40,41,24
1490,10,1010,40,42,24
1500,10,1010,40,42,24
1510,10,1010,40,43,24
1520,10,1010,40,45,24
1530,10,1010,40,45,24
1540,10,1010,40,45,24
1550,10,1010,40,46,24
1560,10,1010,40,46,24
1570,10,1010,40,46,24
1580,10,1010,40,47,24
1590,10,1010,40,47,24
1600,10,1010,40,47,24
1610,10,1010,40,47,24
1620,10,1010,40,47,24
1630,10,1010,40,47,24
1640,10,1010,40,47,24
1650,10,1010,40,47,24
1660,10,1010,40,48,24
1670,10,1010,40,48,24
1680,10,1010,40,48,24
1690,10,1010,40,48,24
1700,10,1010,40,49,24
1710,10,1010,40,49,24
1720,10,1010,40,49,24
1730,10,1010,40,49,24
1740,10,1010,40,49,24
1750,10,1010,40,51,24
1760,10,1010,40,52,24
1770,10,1010,40,52,24
1780,10,1010,40,52,24
1790,10,1010,40,53,24
1800,10,1010,40,55,24
1810,10,1010,40,55,24
1820,10,1010,40,56,24
1830,10,1010,40,57,24
1840,10,1010,40,57,24
1850,10,1010,40,57,24
1860,10,1010,40,57,24
1870,10,1010,40,58,24
1880,10,1010,40,58,24
1890,10,1010,40,59,24
1900,10,1010,40,59,24
1910,10,1010,40,61,24
1920,10,1010,40,61,24
1930,10,1010,40,62,24
1940,10,1010,40,62,24
1950,10,1010,40,62,24
1960,10,1010,40,62,24
1970,10,1010,40,63,24
1980,10,1010,40,64,24
1990,10,1010,40,64,24
2000,10,1010,40,64,24
