time,active_robots,distance_traveled_total,tasks_completed,pending_orders,pedestrians_remaining
10,0,0,0,0,30
20,0,8,1,0,30
30,1,9,1,0,30
40,0,14,2,0,30
50,1,22,2,0,30
60,2,34,2,0,30
70,1,47,3,0,30
80,1,62,4,0,30
90,1,72,4,0,30
100,2,84,4,0,30
110,2,113,5,0,30
120,0,124,7,0,30
130,1,126,7,0,30
140,1,136,7,0,30
150,2,151,7,0,30
160,0,162,9,0,30
170,1,164,9,0,30
180,2,183,9,0,30
190,1,203,10,0,30
200,1,213,10,0,30
210,2,226,11,0,30
220,2,246,11,0,30
230,0,252,13,0,30
240,1,255,13,0,30
250,2,271,13,0,30
260,0,287,15,0,30
270,0,287,15,0,30
280,0,287,15,0,30
290,1,292,15,0,30
300,1,309,17,0,30
310,0,313,18,0,30
320,0,321,19,0,30
330,0,321,19,0,30
340,3,340,19,0,30
350,3,364,20,0,30
360,3,394,21,0,30
370,1,415,23,0,30
380,2,432,24,0,30
390,1,451,25,0,30
400,0,457,26,0,30
410,1,460,26,0,30
420,1,470,26,0,30
430,1,480,26,0,30
440,0,484,27,0,30
450,0,484,27,0,30
460,1,488,27,0,30
470,1,498,27,0,30
480,2,517,28,0,30
490,2,539,29,0,30
500,0,552,31,0,30
510,0,552,31,0,30
520,2,563,31,0,30
530,2,583,31,0,30
540,0,592,33,0,30
550,0,592,33,0,30
560,1,595,33,0,30
570,1,611,34,0,30
580,0,620,35,0,30
590,0,620,35,0,30
600,1,621,35,0,30
610,1,631,35,0,30
620,1,647,36,0,30
630,2,659,36,0,30
640,1,671,37,0,30
650,2,691,37,0,30
660,1,702,38,0,30
670,0,707,39,0,30
680,0,707,39,0,30
690,0,707,39,0,30
700,0,707,39,0,30
710,0,707,39,0,30
720,0,707,39,0,30
730,0,707,39,0,30
740,0,707,39,0,30
750,0,707,39,0,30
760,0,707,39,0,30
770,1,713,39,0,30
780,1,723,39,0,30
790,1,733,39,0,30
800,1,745,40,0,30
810,10,845,40,0,30
820,10,921,40,0,30
830,10,955,40,1,30
840,10,963,40,1,30
850,10,963,40,2,30
860,10,963,40,3,30
870,10,963,40,3,30
880,10,963,40,5,30
890,10,963,40,6,30
900,10,963,40,7,29
910,10,963,40,8,29
920,10,963,40,8,29
930,10,963,40,9,29
940,10,963,40,10,29
950,10,963,40,11,28
960,10,963,40,12,28
970,10,963,40,12,28
980,10,963,40,13,28
990,10,963,40,13,28
1000,10,963,40,13,28
1010,10,963,40,13,28
1020,10,963,40,15,28
1030,10,963,40,15,28
1040,10,963,40,16,27
1050,10,963,40,18,27
1060,10,963,40,18,27
1070,10,963,40,18,27
1080,10,963,40,20,27
1090,10,963,40,20,27
1100,10,963,40,20,27
1110,10,963,40,20,27
1120,10,963,40,20,27
1130,10,963,40,20,26
1140,10,963,40,20,26
1150,10,963,40,20,26
1160,10,963,40,21,26
1170,10,963,40,22,26
1180,10,963,40,22,26
1190,10,963,40,22,26
1200,10,963,40,23,26
1210,10,963,40,25,26
1220,10,963,40,25,26
1230,10,963,40,25,26
1240,10,963,40,26,26
1250,10,963,40,27,26
1260,10,963,40,27,26
1270,10,963,40,28,26
1280,10,963,40,29,26
1290,10,963,40,31,26
1300,10,963,40,31,26
1310,10,963,40,32,26
1320,10,963,40,32,26
1330,10,963,40,32,26
1340,10,963,40,33,26
1350,10,963,40,34,26
1360,10,963,40,34,26
1370,10,963,40,34,26
1380,10,963,40,34,26
1390,10,963,40,34,26
1400,10,963,40,34,26
1410,10,963,40,35,26
1420,10,963,40,36,26
1430,10,963,40,38,26
1440,10,963,40,39,26
1450,10,963,40,39,26
1460,10,963,40,40,25
1470,10,963,40,41,25
1480,10,963,40,41,25
1490,10,963,40,42,25
1500,10,963,40,42,25
1510,10,963,40,43,25
1520,10,963,40,45,25
1530,10,963,40,45,25
1540,10,963,40,45,25
1550,10,963,40,46,25
1560,10,963,40,46,25
1570,10,963,40,46,25
1580,10,963,40,47,25
1590,10,963,40,47,25
1600,10,963,40,47,25
1610,10,963,40,47,25
1620,10,963,40,47,25
1630,10,963,40,47,25
1640,10,963,40,47,25
1650,10,963,40,47,25
1660,10,963,40,48,25
1670,10,963,40,48,25
1680,10,963,40,48,25
1690,10,963,40,48,25
1700,10,963,40,49,25
1710,10,963,40,49,25
1720,10,963,40,49,25
1730,10,963,40,49,25
1740,10,963,40,49,25
1750,10,963,40,51,25
1760,10,963,40,52,25
1770,10,963,40,52,25
1780,10,963,40,52,25
1790,10,963,40,53,25
1800,10,963,40,55,25
1810,10,963,40,55,25
1820,10,963,40,56,25
1830,10,963,40,57,25
1840,10,963,40,57,25
1850,10,963,40,57,25
1860,10,963,40,57,25
1870,10,963,40,58,25
1880,10,963,40,58,25
1890,10,963,40,59,25
1900,10,963,40,59,25
1910,10,963,40,61,25
1920,10,963,40,61,25
1930,10,963,40,62,25
1940,10,963,40,62,25
1950,10,963,40,62,25
1960,10,963,40,62,25
1970,10,963,40,63,25
1980,10,963,40,64,25
1990,10,963,40,64,25
2000,10,963,40,64,25
