time,active_robots,distance_traveled_total,tasks_completed,pending_orders,pedestrians_remaining
10,0,0,0,0,30
20,1,0,0,0,30
30,2,1,0,0,30
40,2,11,0,0,30
50,3,29,0,0,30
60,3,46,1,0,30
70,2,60,2,0,30
80,3,78,2,0,30
90,2,89,3,0,30
100,3,101,3,0,30
110,3,130,4,0,30
120,2,148,5,0,30
130,2,158,6,0,30
140,2,168,6,0,30
150,3,183,6,0,30
160,3,203,6,0,30
170,4,225,6,0,30
180,2,255,9,0,30
190,1,262,10,0,30
200,1,262,10,0,30
210,2,269,11,0,30
220,2,279,11,0,30
230,2,289,11,0,30
240,3,302,11,0,30
250,3,319,12,0,30
260,1,335,14,0,30
270,1,335,14,0,30
280,1,335,14,0,30
290,2,340,14,0,30
300,2,357,16,0,30
310,1,360,17,0,30
320,1,368,18,0,30
330,1,368,18,0,30
340,4,387,18,0,30
350,4,411,19,0,30
360,4,441,20,0,30
370,2,462,22,0,30
380,3,479,23,0,30
390,2,498,24,0,30
400,1,504,25,0,30
410,2,507,25,0,30
420,2,517,25,0,30
430,2,527,25,0,30
440,1,531,26,0,30
450,1,531,26,0,30
460,2,535,26,0,30
470,2,545,26,0,30
480,3,564,27,0,30
490,3,586,28,0,30
500,1,599,30,0,30
510,1,599,30,0,30
520,3,610,30,0,30
530,3,630,30,0,30
540,1,639,32,0,30
550,1,639,32,0,30
560,2,642,32,0,30
570,2,658,33,0,30
580,1,667,34,0,30
590,1,667,34,0,30
600,2,668,34,0,30
610,2,678,34,0,30
620,2,694,35,0,30
630,3,706,35,0,30
640,2,718,36,0,30
650,3,738,36,0,30
660,2,749,37,0,30
670,1,754,38,0,30
680,1,754,38,0,30
690,1,754,38,0,30
700,1,754,38,0,30
710,1,754,38,0,30
720,1,754,38,0,30
730,1,754,38,0,30
740,1,754,38,0,30
750,1,754,38,0,30
760,1,754,38,0,30
770,2,760,38,0,30
780,2,770,38,0,30
790,2,780,38,0,30
800,2,792,39,0,30
810,10,882,39,0,30
820,10,964,39,0,30
830,10,1022,39,1,30
840,10,1031,39,1,30
850,10,1031,39,2,30
860,10,1031,39,3,30
870,10,1031,39,3,30
880,10,1031,39,5,30
890,10,1031,39,6,30
900,10,1031,39,7,29
910,10,1031,39,8,29
920,10,1031,39,8,29
930,10,1031,39,9,29
940,10,1031,39,10,29
950,10,1031,39,11,29
960,10,1031,39,12,29
970,10,1031,39,12,28
980,10,1031,39,13,28
990,10,1031,39,13,28
1000,10,1031,39,13,28
1010,10,1031,39,13,28
1020,10,1031,39,15,28
1030,10,1031,39,15,28
1040,10,1031,39,16,28
1050,10,1031,39,18,28
1060,10,1031,39,18,28
1070,10,1031,39,18,28
1080,10,1031,39,20,27
1090,10,1031,39,20,27
1100,10,1031,39,20,27
1110,10,1031,39,20,27
1120,10,1031,39,20,27
1130,10,1031,39,20,26
1140,10,1031,39,20,26
1150,10,1031,39,20,26
1160,10,1031,39,21,26
1170,10,1031,39,22,26
1180,10,1031,39,22,26
1190,10,1031,39,22,26
1200,10,1031,39,23,26
1210,10,1031,39,25,25
1220,10,1031,39,25,25
1230,10,1031,39,25,25
1240,10,1031,39,26,25
1250,10,1031,39,27,25
1260,10,1031,39,27,25
1270,10,1031,39,28,25
1280,10,1031,39,29,25
1290,10,1031,39,31,25
1300,10,1031,39,31,25
1310,10,1031,39,32,25
1320,10,1031,39,32,25
1330,10,1031,39,32,25
1340,10,1031,39,33,25
1350,10,1031,39,34,25
1360,10,1031,39,34,25
1370,10,1031,39,34,25
1380,10,1031,39,34,25
1390,10,1031,39,34,25
1400,10,1031,39,34,25
1410,10,1031,39,35,25
1420,10,1031,39,36,25
1430,10,1031,39,38,25
1440,10,1031,39,39,25
1450,10,1031,39,39,25
1460,10,1031,39,40,25
1470,10,1031,39,41,25
1480,10,1031,39,41,25
1490,10,1031,39,42,25
1500,10,1031,39,42,25
1510,10,1031,39,43,25
1520,10,1031,39,45,25
1530,10,1031,39,45,25
1540,10,1031,39,45,25
1550,10,1031,39,46,25
1560,10,1031,39,46,25
1570,10,1031,39,46,25
1580,10,1031,39,47,25
1590,10,1031,39,47,25
1600,10,1031,39,47,25
1610,10,1031,39,47,25
1620,10,1031,39,47,25
1630,10,1031,39,47,25
1640,10,1031,39,47,25
1650,10,1031,39,47,25
1660,10,1031,39,48,25
1670,10,1031,39,48,25
1680,10,1031,39,48,25
1690,10,1031,39,48,25
1700,10,1031,39,49,25
1710,10,1031,39,49,25
1720,10,1031,39,49,25
1730,10,1031,39,49,25
1740,10,1031,39,49,25
1750,10,1031,39,51,25
1760,10,1031,39,52,25
1770,10,1031,39,52,25
1780,10,1031,39,52,25
1790,10,1031,39,53,25
1800,10,1031,39,55,25
1810,10,1031,39,55,25
1820,10,1031,39,56,25
1830,10,1031,39,57,25
1840,10,1031,39,57,25
1850,10,1031,39,57,25
1860,10,1031,39,57,25
1870,10,1031,39,58,25
1880,10,1031,39,58,25
1890,10,1031,39,59,25
1900,10,1031,39,59,25
1910,10,1031,39,61,25
1920,10,1031,39,61,25
1930,10,1031,39,62,25
1940,10,1031,39,62,25
1950,10,1031,39,62,25
1960,10,1031,39,62,25
1970,10,1031,39,63,25
1980,10,1031,39,64,25
1990,10,1031,39,64,25
2000,10,1031,39,64,25
